cost,cuisine,link,location,name,promoted,rating,review_count,review_link
$    $    $    $,Chinese,,Midtown West,Hakkasan - New York,,4.4 stars out of 5,(3416),https://www.opentable.com/r/hakkasan-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Japanese,,Theater District / Times Square,"Gyu-Kaku - New York, NY | Times Square",,4.7 stars out of 5,(1578),https://www.opentable.com/r/gyu-kaku-times-square-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,American,,Midtown West,Redeye Grill,,4.2 stars out of 5,(3316),https://www.opentable.com/r/redeye-grill-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $    $,Italian,,Upper East Side,Il Mulino New York - Uptown,,4.5 stars out of 5,(1375),https://www.opentable.com/il-mulino-uptown?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Italian,,Upper East Side,Serafina Always,,4.4 stars out of 5,(666),https://www.opentable.com/r/serafina-always-grill-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Italian,,Upper East Side,Bella Blu,,4.5 stars out of 5,(1054),https://www.opentable.com/bella-blu?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,American,,Midtown East,P.J. Clarke's - Third Avenue,,4.6 stars out of 5,(556),https://www.opentable.com/r/pj-clarkes-third-avenue-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Greek,,Midtown West,Souvlaki GR Midtown,,4.5 stars out of 5,(910),https://www.opentable.com/souvlaki-gr-midtown?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Cuban,,Theater District / Times Square,Havana Central Times Square,,4.5 stars out of 5,(7317),https://www.opentable.com/r/havana-central-times-square-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Italian,,Hell's Kitchen,kilo,,4.7 stars out of 5,(535),https://www.opentable.com/kilo?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,French,,Upper East Side,Le Bilboquet,,4.6 stars out of 5,(118),https://www.opentable.com/r/le-bilboquet-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Mediterranean,,Upper East Side,Amaranth,,4.7 stars out of 5,(521),https://www.opentable.com/amaranth?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,American,,Hell's Kitchen,THE MEATBALL SHOP - HELL'S KITCHEN,,4.6 stars out of 5,(113),https://www.opentable.com/r/the-meatball-shop-hells-kitchen-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Burgers,,Rockefeller Center Midtown,Bill's Bar and Burger,,4.3 stars out of 5,(1624),https://www.opentable.com/bills-bar-and-burger?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,American,,Midtown West,The Whitby Bar and Restaurant,,4.7 stars out of 5,(463),https://www.opentable.com/r/the-whitby-bar-and-restaurant-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,French,,Upper East Side,Brasserie Cognac East,,4.5 stars out of 5,(709),https://www.opentable.com/brasserie-cognac-east?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Steakhouse,,Upper East Side,Quality Eats Upper East Side,,4.6 stars out of 5,(125),https://www.opentable.com/r/quality-eats-ues-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,French,,Midtown West,Benoit Restaurant and Wine Bar,,4.4 stars out of 5,(3646),https://www.opentable.com/r/benoit-restaurant-and-wine-bar-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Contemporary American,,Rockefeller Center Midtown,Bar SixtyFive at Rainbow Room,,4.4 stars out of 5,(2532),https://www.opentable.com/r/bar-sixtyfive-at-rainbow-room-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $    $,Italian,,Midtown East,Armani Ristorante 5th Avenue,,4.7 stars out of 5,(1454),https://www.opentable.com/r/armani-ristorante-5th-avenue-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Italian,,Upper East Side,Felice 83,,4.6 stars out of 5,(320),https://www.opentable.com/r/felice-83?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,American,,Upper East Side,The East Pole - Kitchen and Bar,,4.4 stars out of 5,(1010),https://www.opentable.com/r/the-east-pole-kitchen-and-bar-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,French,,Theater District / Times Square,Chez Josephine,,4.5 stars out of 5,(5844),https://www.opentable.com/r/chez-josephine-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,American,,Midtown West,The Wayfarer,,4.3 stars out of 5,(979),https://www.opentable.com/r/the-wayfarer-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Italian,,Upper East Side,83 1/2,,4.7 stars out of 5,(706),https://www.opentable.com/83-1-2?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,Japanese,,Midtown West,Benihana - New York,,3.9 stars out of 5,(3954),https://www.opentable.com/benihana-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $    $,Steakhouse,,Midtown West,Gallaghers Steakhouse - Manhattan,,4.7 stars out of 5,(8392),https://www.opentable.com/gallaghers-steakhouse-manhattan?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $    $,Japanese,,Midtown West,Nobu Fifty Seven,,4.6 stars out of 5,(3268),https://www.opentable.com/nobu-fifty-seven?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Contemporary American,,Midtown West,BG - Bergdorf Goodman,,4.7 stars out of 5,(2832),https://www.opentable.com/bg-bergdorf-goodman?corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,American,,Midtown East,Central Park Boathouse,,4.5 stars out of 5,(6169),https://www.opentable.com/central-park-boathouse?corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $,French American,,Upper East Side,Rotisserie Georgette,,4.6 stars out of 5,(1434),https://www.opentable.com/rotisserie-georgette?corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $    $,Contemporary Mexican,,Midtown East,Empellon Midtown,,4.5 stars out of 5,(980),https://www.opentable.com/r/empellon-midtown-new-york-2?corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Greek,,Midtown West,Loi Estiatorio,,4.7 stars out of 5,(928),https://www.opentable.com/loi-estiatorio?corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,American,,Theater District / Times Square,Joe Allen,,4.6 stars out of 5,(3038),https://www.opentable.com/joe-allen-new-york?corrid=442da350-4a3e-4395-9856-dae8f6b14e68#reviews
$    $    $,Mediterranean,,Theater District / Times Square,Nisi,,,,
$    $,Italian,,Theater District / Times Square,Secret Room NYC,,,,
$    $    $    $,Sushi,,Upper East Side,Zawa Japanese,,4.6 stars out of 5,(16),https://www.opentable.com/r/zawa-japanese-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Cocktail Bar,,Theater District / Times Square,Fashion Bar & Restaurant,,4 stars out of 5,(18),https://www.opentable.com/r/fashion-bar-and-restaurant-new-york-1?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Japanese,,Midtown East,Daikanyama - NYC,,,,
$    $,Mediterranean,,Midtown East,Farah Anatolia,,3.7 stars out of 5,(8),https://www.opentable.com/r/farah-anatolia-new-york?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Turkish,,Union City,Kebab Istanbul,,5 stars out of 5,(1),https://www.opentable.com/r/kebab-istanbul-north-bergen?avt=eyJ2IjoxLCJtIjoxLCJwIjowfQ&corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Chinese,,Weehawken,East Sea Village Chinese Restaurant,,,,
$    $    $    $,Soul food,,Harlem,Toast Chickken,,,,
$    $,Afghan,,Hell's Kitchen,Afghan Kebab House - Hell's Kitchen,,4.4 stars out of 5,(3),https://www.opentable.com/r/afghan-kebab-house-hells-kitchen-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Contemporary American,,Upper West Side,Sugar and Plumm,,3.7 stars out of 5,(77),https://www.opentable.com/sugar-and-plumm?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $    $,American,,Upper West Side,Uno Chicago Grill - New York,,,,
$    $,Fusion / Eclectic,,Upper West Side,La Vela Ristorante,,,,
$    $,Mediterranean,,Upper West Side,Pita Grill 77,,,,
$    $,Café,,Harlem,Silvana,,,,
$    $,Mexican,,Weehawken,Noches De Colombia,,,,
$    $,American,,Upper West Side,White Gold Butchers,,,,
$    $    $    $,Café,,Upper West Side,RedFarm - UWS,,,,
$    $    $,Italian,,Harlem,Max SoHa,,,,
$    $,Contemporary Mexican,,Harlem,Tio's Bistro,,4.3 stars out of 5,(5),https://www.opentable.com/r/tios-bistro-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $    $,American,,North Bergen,Applebee's - North Bergen,,,,
$    $,American,,Upper West Side,Kitchenette - Uptown,,4.2 stars out of 5,(284),https://www.opentable.com/kitchenette-uptown?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Turkish,,Cliffside Park,Istanbul Borek & Kebab,,,,
$    $,Café,,Harlem,Nikko Hibachi Grill,,,,
$    $,American,,Cliffside Park,Whiskey Pete's,,,,
$    $,Sushi,,Cliffside Park,Sushi Palace,,,,
$    $,Italian,,Harlem,The Meatball Factory,,,,
$    $,Gastro Pub,,West New York,Lusso Bar & Lounge,,,,
$    $,Steakhouse,,West New York,Philly Cheese Steak House,,,,
$    $,Mexican,,Cliffside Park,Viva Margarita,,,,
$    $,Italian,,Harlem,Pisticci,,4.5 stars out of 5,(2),https://www.opentable.com/r/pisticci-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Mexican,,Weehawken,El Houdurian Cafe,,,,
$    $,American,,Harlem,Grill Twenty Four Gourmet Deli,,,,
$    $,Mexican,,Harlem,Cantina 1838,,,,
$    $,American,,Harlem,Bowe's Fast Food With Restaurant Quality & Taste,,,,
$    $,Seafood,,Weehawken,Green Shell Seafood Restaurant,,,,
$    $,Chinese,,Cliffside Park,Golden City Restaurant,,,,
$    $,American,,Cliffside Park,Gothmam City Diner,,,,
$    $,American,,Weehawken,Salome Cafe Express Cafe,,,,
$    $    $    $,Seafood,,Cliffside Park,Fulton Crab House,,,,
$    $,American,,Cliffside Park,Joan's Corner Cafe,,,,
$    $,Japanese,,Hell's Kitchen,Ajisai Japanese Fusion,,4.4 stars out of 5,(133),https://www.opentable.com/r/ajisai-japanese-fusion-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Barbecue,,West New York,Brazeiro Bbq,,,,
$    $,Italian,,North Bergen,Cugino's The Orginal,,,,
$    $,American,,North Bergen,Green Leaf Restaurant,,,,
$    $    $,Caribbean,,Harlem,Big Belly Roti,,,,
$    $,American,,Harlem,La Savane Rest.,,,,
$    $,Japanese,,Cliffside Park,Kaname Restaurant,,,,
$    $,African,,Harlem,africa k. restaurant,,,,
$    $,Seafood,,Weehawken,Fancy Fish Restaurant,,,,
$    $,Mediterranean,,Cliffside Park,Beyoglu Bistro & Cafe,,,,
$    $,Caribbean,,Weehawken,Centro Latino Restaurant,,,,
$    $,American,,West New York,Semitas Poblanas Restaurant,,,,
$    $,Mediterranean,,Cliffside Park,Avo’s Grill,,,,
$    $,Sushi,,Edgewater,Sushi To Go Express,,,,
$    $,Chinese,,Weehawken,The Foliage Chinese Restaurant,,,,
$    $,American,,Upper West Side,Toast,,,,
$    $,American,,Cliffside Park,Simit & Smith,,,,
$    $,French,,Harlem,Patisserie Des Ambassades,,,,
$    $,Caribbean,,Harlem,Kingston,,4.2 stars out of 5,(3),https://www.opentable.com/r/kingston-bronx?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,American,,Cliffside Park,Avo's Grill,,,,
$    $,American,,Upper West Side,Viand Coffee Shop,,,,
$    $,Grill,,Harlem,Moca Bar 7 Grill,,,,
$    $,Caribbean,,West New York,Las Palmas Cafe,,,,
$    $    $    $,Contemporary American,,Upper West Side,Dovetail,,4.4 stars out of 5,(4515),https://www.opentable.com/r/dovetail-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,American,,Harlem,Harlem Dandy,,,,
$    $,American,,Upper West Side,Fairway Cafe,,,,
$    $,Italian,,Weehawken,Sals Pizzeria,,,,
$    $,Chinese,,North Bergen,Hing Lung Kitchen,,,,
$    $,Pizzeria,,Harlem,Bad Horse Pizza,,5 stars out of 5,(1),https://www.opentable.com/r/bad-horse-pizza-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Asian,,Harlem,Jin Ramen,,,,
$    $,Seafood,,Harlem,B2 Harlem,,4.5 stars out of 5,(119),https://www.opentable.com/r/b2-harlem-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
$    $,Japanese,,Upper West Side,Kissaten Jin,,,,
$    $,American,,Midtown West,Herb N' Kitchen - New York Hilton Midtown,,3.9 stars out of 5,(1),https://www.opentable.com/r/herb-n-kitchen-new-york-hilton-midtown-new-york?corrid=a947e1ee-dd20-47ed-96f5-5bd5462bff27#reviews
